State Code,Facility Name,Number of Beds,Inpatient Revenue,Net Patient Revenue,Less Total Operating Expense,Inpatient PPS Amount,Allowable Bad Debts,Net Income from service to patients
IN,ST. ANNE HOME,166.0,13764177.0,11809652.0,13876880.0,993273.0,14075.0,-2067228.0
IN,HUBBARD HILL ESTATES  INC.,280.0,13679659.0,12285312.0,16636824.0,881549.0,4135.0,-4351512.0
IA,OAKNOLL RETIREMENT RESIDENCE,95.0,25634771.0,21390595.0,22023461.0,430309.0,0.0,-632866.0
IA,THE AMBASSADOR SIDNEY  INC.,46.0,3653478.0,2982795.0,3105860.0,432906.0,41092.0,-123065.0
IA,ROTARY SENIOR LIVING,46.0,3026968.0,2714211.0,2929247.0,636021.0,3895.0,-215036.0
KS,WESLEY TOWERS,140.0,8258801.0,8393342.0,11243944.0,746434.0,0.0,-2850602.0
KS,FRIENDS OF KANSAS CHRISTIAN HOME,60.0,5482411.0,5482411.0,6506343.0,965705.0,62326.0,-1023932.0
MA,FAIR HAVENS INC,147.0,24498977.0,17281612.0,17794864.0,3701263.0,24677.0,-513252.0
MA,EMMANUEL DEVELOPMENT CORP,122.0,20902139.0,13936153.0,14850627.0,2969734.0,17142.0,-914474.0
MA,CAMPION HEALTH & WELLNESS INC.,70.0,13763206.0,9868308.0,8134536.0,432539.0,0.0,1733772.0
MO,GRUNDY CITY NH DIST D/B/A SUNNYVIEW,154.0,4352528.0,4292899.0,5180654.0,872598.0,69052.0,-887755.0
NE,THE AMBASSADOR LINCOLN  INC.,122.0,14044361.0,11320436.0,11600661.0,2809185.0,120266.0,-280225.0
NE,HILLCREST NURSING HOME,100.0,5379096.0,5365351.0,6049235.0,549842.0,1414.0,-683884.0
NE,PARKSIDE MANOR,40.0,1904942.0,1907972.0,1979542.0,77710.0,0.0,-71570.0
NJ,SHORES AT WESLEY MANOR,315.0,19907529.0,17565942.0,21461041.0,2232227.0,16696.0,-3895099.0
PA,MOSSER NURSING HOME,60.0,5998011.0,4356805.0,4751496.0,996196.0,4569.0,-394691.0
PA,MORNINGSTAR SENIOR LIVING  INC.  FOR,165.0,32697714.0,27017928.0,32171689.0,1838693.0,0.0,-5153761.0
PA,ORCHARD MANOR  INC.,145.0,6690908.0,6372386.0,9105218.0,342821.0,5009.0,-2732832.0
PA,GOOD SHEPHERD HOME - BETHLEHEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,LCC OF JEFFERSON CITY,121.0,10988613.0,8168187.0,8639092.0,2389409.0,339286.0,-470905.0
UT,SAND HOLLOW HEALTHCARE  INC.,99.0,6785986.0,10081517.0,8019904.0,1355166.0,34867.0,2061613.0
CA,ALTA VISTA HEALTHCARE & WELLNESS CTR,99.0,16140704.0,12868161.0,13982060.0,5910630.0,0.0,-1113899.0
CA,ORANGE HEALTHCARE & WELLNESS CENTER,102.0,23238577.0,14671047.0,15498758.0,5508683.0,0.0,-827711.0
MA,SEVEN HILLS PEDIATRIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI,PORTER HILLS PRESBYTERIAN VILLAGE,293.0,17609720.0,16427706.0,27219186.0,643483.0,0.0,-10791480.0
MI,NORTH OTTAWA CARE CENTER,84.0,7021926.0,6367047.0,8167217.0,828883.0,0.0,-1800170.0
PA,CARING PLACE NURSING CENTER,100.0,9217663.0,7254010.0,10314439.0,789753.0,14515.0,-3060429.0
WI,JEWISH HOME AND CARE CENTER,136.0,15318166.0,8653181.0,17782632.0,648061.0,0.0,-9129451.0
WI,ST ANNES HOME FOR THE ELDERLY,50.0,6279214.0,5414224.0,11055165.0,1038685.0,0.0,-5640941.0
WI,ELMWOOD NURSING HOME,34.0,2643345.0,2525242.0,2730598.0,704533.0,0.0,-205356.0
CA,THE REHAB CENTER OF BAKERSFIELD,160.0,28015044.0,23486996.0,21170241.0,15014099.0,0.0,2316755.0
CA,GARFIELD NURSING HOME INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,PHENIX CITY HEALTHCARE  INC.,86.0,5645642.0,6207703.0,5558222.0,586965.0,0.0,649481.0
AR,GENERAL BAPTIST NURSING HOME OF PIGG,105.0,3613780.0,3343025.0,3275087.0,880329.0,0.0,67938.0
AR,MITCHELLS NURSING HOME  INC.,105.0,6921986.0,6897866.0,6663637.0,1377264.0,0.0,234229.0
DE,COMPLETE CARE AT BRACKENVILLE,104.0,15398976.0,14538238.0,14021882.0,3993729.0,24301.0,516356.0
FL,GOOD SAMARITAN CENTER,161.0,12755464.0,9953899.0,12662698.0,800831.0,18122.0,-2708799.0
FL,BENDERSON FAMILY SNF & REHAB CENTER,45.0,22184380.0,17456254.0,19680050.0,2953423.0,11208.0,-2223796.0
GA,PRUITTHEALTH - TOCCOA  LLC,181.0,11602334.0,9363032.0,10617163.0,398238.0,43446.0,-1254131.0
GA,FAYETTEVILLE CENTER FOR NURSING AND,162.0,19041931.0,16264287.0,14992397.0,3532338.0,75676.0,1271890.0
GA,PRUITTHEALTH - EASTSIDE  LLC,90.0,8004191.0,6904491.0,6325623.0,119059.0,36316.0,578868.0
GA,THE OAKS - SCENIC VIEW SKILLED NURSI,148.0,11375734.0,11370315.0,10520811.0,3344940.0,130698.0,849504.0
GA,WINTHROP HEALTH AND REHABILITATION,100.0,6040389.0,5764484.0,7406972.0,1561079.0,69452.0,-1642488.0
GA,PRUITTHEALTH - SPRING VALLEY  LLC,60.0,5204548.0,4908019.0,4957495.0,511781.0,58727.0,-49476.0
GA,PRUITTHEALTH - FORT OGLETHORPE  LLC,120.0,9964832.0,8002941.0,8459134.0,421671.0,90066.0,-456193.0
GA,PRUITTHEALTH - FORSYTH  LLC,72.0,5176717.0,4862414.0,4853684.0,361067.0,31944.0,8730.0
GA,HERITAGE INN OF BARNESVILLE HEALTH A,117.0,7175650.0,6378741.0,7616840.0,586139.0,57112.0,-1238099.0
GA,TOWNSEND PARK HEALTH AND REHABILITAT,124.0,8072440.0,10394233.0,9378458.0,1604456.0,25760.0,1015775.0
GA,PRUITTHEALTH - MOULTRIE  LLC,68.0,6495059.0,5195239.0,5503668.0,577205.0,38958.0,-308429.0
GA,A.G. RHODES HOME AT COBB,130.0,14330651.0,14287636.0,13717379.0,5057049.0,192586.0,570257.0
GA,LEE COUNTY HEALTH AND REHABILITATION,60.0,5306809.0,4998104.0,5295953.0,612030.0,31690.0,-297849.0
IA,MAPLE HEIGHTS,58.0,3754222.0,3801490.0,3913954.0,631484.0,6030.0,-112464.0
IA,HEARTLAND CARE CENTER,59.0,2950420.0,2755533.0,3228836.0,264786.0,0.0,-473303.0
IA,EVENTIDE LUTHERAN HOME FOR THE AGED,84.0,5975778.0,6306257.0,6356420.0,614393.0,12020.0,-50163.0
IA,AKRON CARE CENTER,45.0,3691144.0,3700997.0,3949397.0,133086.0,0.0,-248400.0
IA,CEDAR MANOR NURSING HOME,60.0,4914019.0,4914019.0,5050331.0,495555.0,4520.0,-136312.0
KS,APOSTOLIC CHRISTIAN HOME,86.0,5332380.0,5203349.0,6007348.0,725018.0,9275.0,-803999.0
KS,THE CEDARS,62.0,9305250.0,9544296.0,11927708.0,1069920.0,0.0,-2383412.0
LA,SOUTHWEST LA VETERANS HOME,156.0,10705673.0,11199071.0,13471683.0,364676.0,0.0,-2272612.0
LA,LOUISIANA VETERANS HOME,161.0,7831301.0,8108588.0,10278715.0,176950.0,0.0,-2170127.0
MD,ALICE BYRD TAWES NURSING HOME,76.0,6892421.0,6467197.0,11126814.0,1259113.0,12095.0,-4659617.0
MA,LASELL VILLAGE  INC.,38.0,6156265.0,5065423.0,25265439.0,2589619.0,0.0,-20200016.0
NE,BETHANY HOME  INC.,64.0,6909349.0,7008734.0,7968373.0,436188.0,5677.0,-959639.0
NY,EPIC REHAB & NURSING AT WHITE PLAINS,180.0,26671780.0,23311262.0,26613804.0,12855746.0,197813.0,-3302542.0
PA,CALVARY FELLOWSHIP HOMES,91.0,15717984.0,12936798.0,15514467.0,289076.0,0.0,-2577669.0
PA,YEADON NURSING & REHAB,198.0,16736271.0,16544473.0,17747006.0,1841990.0,2723.0,-1202533.0
PA,MESSIAH VILLAGE,399.0,50055900.0,43500846.0,49333987.0,1060867.0,0.0,-5833141.0
PA,FAIR WINDS MANOR  LP,96.0,9582826.0,6807941.0,8061664.0,499330.0,6678.0,-1253723.0
PA,EDGEHILL NURSING AND REHAB CENTER,60.0,9465914.0,4614351.0,6501110.0,349279.0,19868.0,-1886759.0
PA,LITTLE FLOWER MANOR,127.0,14021670.0,10468524.0,12268510.0,1705367.0,22206.0,-1799986.0
PA,JAMESON CARE CENTER  INC.,78.0,8171775.0,7387926.0,10613786.0,1047048.0,0.0,-3225860.0
TN,LEWIS COUNTY NURSING AND REHABILITAT,131.0,8857825.0,7326632.0,8061252.0,1068628.0,90634.0,-734620.0
TX,CORYELL COUNTY MEMORIAL HOSPITAL AUT,158.0,4293207.0,4585256.0,4348900.0,1081655.0,0.0,236356.0
TX,CORYELL COUNTY MEMORIAL HOSPITAL AUT,194.0,5018452.0,4687470.0,6950097.0,1048318.0,27005.0,-2262627.0
TX,MCCULLOUGH HALL NURSING CENTER,51.0,4379553.0,3455227.0,3623814.0,113452.0,0.0,-168587.0
TX,CORYELL COUNTY MEMORIAL HOSPITAL AUT,84.0,3370331.0,3773393.0,3932193.0,1425159.0,29046.0,-158800.0
TX,JASMINE GRACE,86.0,5765880.0,5765880.0,5119108.0,429694.0,7883.0,646772.0
TX,GANADO NURSING & REHAB CTR,91.0,4405203.0,4107772.0,5029803.0,706415.0,0.0,-922031.0
TX,THE HEIGHTS OF ALAMO,130.0,8217088.0,7287161.0,7183049.0,1907177.0,6804.0,104112.0
AL,KENSINGTON HEALTH & REHABILITATION,120.0,15133755.0,10622741.0,10553351.0,1760338.0,173715.0,69390.0
AR,J.L.P. INVESTMENTS D/B/A PMNR,88.0,6068171.0,5448199.0,5892929.0,503827.0,0.0,-444730.0
AR,THE BLOSSOMS AT STAMPS,94.0,3628101.0,3261941.0,4491654.0,434349.0,8904.0,-1229713.0
AR,THE BLOSSOMS AT WOODLAND HILLS,140.0,5691187.0,5200999.0,6293694.0,911203.0,0.0,-1092695.0
AR,ASHLEY REHABILITATION AND HEALTH CAR,100.0,12027230.0,6010281.0,6259579.0,406425.0,0.0,-249298.0
DE,THE MILTON AND HATTIE KUTZ HOME INC,150.0,12703480.0,11961935.0,14304652.0,757658.0,0.0,-2342717.0
FL,BON SECOURS MARIA MANOR HEALTH CARE,274.0,14781410.0,14780912.0,19378929.0,2034018.0,127048.0,-4598017.0
GA,PARK PLACE NURSING FACILITY,165.0,18284930.0,16492305.0,17423440.0,2599581.0,244114.0,-931135.0
GA,THE BELL MINOR HOME,104.0,13840164.0,9625584.0,10191931.0,4168923.0,262271.0,-566347.0
GA,ABERCORN REHABILITATION CENTER  LLC,100.0,10304663.0,8220137.0,8039256.0,2169565.0,163481.0,180881.0
GA,RIVERSIDE HEALTHCARE CENTER,159.0,16250150.0,10319865.0,13838437.0,2094548.0,285418.0,-3518572.0
GA,PRUITTHEALTH - PEAKE  LLC,122.0,12358572.0,11505196.0,11216711.0,1126145.0,78480.0,288485.0
GA,THE OAKS - ATHENS SKILLED NURSING  L,148.0,14330202.0,13923603.0,14508642.0,3038134.0,102010.0,-585039.0
GA,SUMMERHILL LLC,160.0,15475589.0,12905061.0,15557015.0,2752540.0,96713.0,-2651954.0
GA,PRUITTHEALTH - SHEPHERD HILLS  LLC,112.0,10609095.0,8795091.0,8807636.0,1079097.0,131886.0,-12545.0
GA,WESTBURY CENTER OF MCDONOUGH FOR NUR,210.0,17042057.0,14996874.0,12373898.0,4053515.0,93014.0,2622976.0
GA,PRUITTHEALTH - FAIRBURN  LLC,82.0,6923454.0,6462445.0,6549826.0,485956.0,66802.0,-87381.0
GA,PRUITTHEALTH - ATHENS HERITAGE  LLC,104.0,11468012.0,12037031.0,10125547.0,2430031.0,46221.0,1911484.0
GA,PRUITTHEALTH - WEST ATLANTA  LLC,120.0,8878209.0,8561824.0,8575538.0,509259.0,46813.0,-13714.0
GA,PRUITTHEALTH - LILBURN  LLC,152.0,11307265.0,10153918.0,9474244.0,752251.0,91819.0,679674.0
GA,PRUITTHEALTH - SWAINSBORO  LLC,103.0,6307500.0,6020972.0,6063699.0,549035.0,72101.0,-42727.0
GA,SADIE G. MAYS HEALTH AND REHABILITAT,206.0,14060454.0,14113975.0,13469443.0,1878476.0,399170.0,644532.0
GA,PRUITTHEALTH - HOLLY HILL,100.0,8892921.0,8048826.0,8186988.0,1018439.0,101670.0,-138162.0
GA,CHRISTIAN CITY REHABILITATION CENTER,200.0,18623228.0,18274763.0,16760939.0,2182346.0,132359.0,1513824.0
GA,CAMELLIA HEALTH AND REHABILITATION,87.0,3821941.0,3646623.0,4632789.0,474403.0,40856.0,-986166.0
GA,PRUITTHEALTH - GRANDVIEW  LLC,72.0,6265477.0,6417562.0,5949069.0,489925.0,48039.0,468493.0
GA,ROCKDALE HEALTHCARE CENTER,102.0,17096958.0,10612735.0,12007097.0,4277153.0,443959.0,-1394362.0
IL,ST. VINCENTS HOME  INC.,90.0,4583349.0,4583349.0,4509282.0,1874920.0,141929.0,74067.0
IL,IGNITE MEDICAL RESORT MCHENRY,84.0,13062007.0,13062007.0,11310956.0,10271216.0,180662.0,1751051.0
IN,GREENFIELD HEALTHCARE CENTER,163.0,21125930.0,18593707.0,17656858.0,2311712.0,226207.0,936849.0
IN,ALLISON POINTE HEALTHCARE CENTER,159.0,29346699.0,21235650.0,20822284.0,2055849.0,237210.0,413366.0
IN,INDIAN CREEK HEALTHCARE CENTER,135.0,20337321.0,16749719.0,15531030.0,1305216.0,94434.0,1218689.0
IN,WILDWOOD HEALTHCARE CENTER,160.0,26649646.0,23379761.0,22033026.0,2403636.0,282551.0,1346735.0
KY,SANSBURY CARE CENTER,59.0,4224164.0,3463924.0,5539770.0,186540.0,27061.0,-2075846.0
LA,OLLIE STEELE NURSING HOME,174.0,4719841.0,4150987.0,8318517.0,557754.0,0.0,-4167530.0
MO,CLARENCE CARE CENTER,60.0,2584585.0,2273162.0,2574638.0,257241.0,15895.0,-301476.0
MO,SPRING RIVER CHRISTIAN VILLAGE,120.0,12783795.0,9159544.0,13853255.0,1379627.0,148562.0,-4693711.0
MO,LINCOLN COMMUNITY NURSING HOME,66.0,3083994.0,3061824.0,3722996.0,964134.0,0.0,-661172.0
NE,HOLDREGE MEMORIAL HOMES,94.0,7929526.0,8037999.0,9171383.0,802015.0,27435.0,-1133384.0
NE,PARK VIEW HAVEN,34.0,2911988.0,2994243.0,3120324.0,349332.0,17100.0,-126081.0
NY,MEADOWBROOK HEALTHCARE,287.0,43708683.0,28406625.0,32997009.0,14106942.0,50866.0,-4590384.0
OH,ARBORS AT WOODSFIELD,95.0,5096395.0,4273140.0,4836544.0,704466.0,66298.0,-563404.0
OH,CONCORDIA AT SUMNER,88.0,13607651.0,12385446.0,13792531.0,1520456.0,6807.0,-1407085.0
OH,THE REHAB PAVILION AT THE WEILS,158.0,10661620.0,8756132.0,11690933.0,1829158.0,0.0,-2934801.0
OK,BROKEN BOW NURSING HOME,105.0,4406600.0,3966900.0,3802912.0,935658.0,106912.0,163988.0
OK,SOUTHERN OAKS CARE CENTER,82.0,3005146.0,2979740.0,3609270.0,645851.0,16027.0,-629530.0
PA,GUY AND MARY FELT MANOR  INC.,49.0,2577670.0,2435530.0,2876857.0,288114.0,5829.0,-441327.0
PA,KINGSTON REHAB AND NURSING CENTER,176.0,17452766.0,11600278.0,16183831.0,1670801.0,0.0,-4583553.0
PA,DOCK TERRACE,72.0,30847984.0,24738460.0,26203954.0,645869.0,0.0,-1465494.0
PA,THE GARDENS AT STEVENS,96.0,11136363.0,7224989.0,7768243.0,593334.0,27717.0,-543254.0
PA,PHOEBE BERKS HEALTH CARE CENTER,120.0,32049985.0,29221290.0,28544915.0,2102849.0,4823.0,676375.0
PA,NAAMANS CREEK COUNTRY MANOR,90.0,13520067.0,7765297.0,10140294.0,2040575.0,39648.0,-2374997.0
TN,DYERSBURG MANOR,130.0,12299408.0,8823369.0,10046737.0,2485899.0,225370.0,-1223368.0
TX,MAGNOLIA MANOR,138.0,7042535.0,5990137.0,7261485.0,1083425.0,8904.0,-1271348.0
TX,HERITAGE AT LONGVIEW HEALTHCARE CTR,140.0,3255753.0,3441770.0,5085040.0,594716.0,15082.0,-1643270.0
WI,ST. ELIZABETH NURSING HOME,43.0,4173087.0,3343920.0,3693082.0,1222544.0,0.0,-349162.0
TX,WOODVILLE HEALTH AND REHAB CENTER,98.0,4401999.0,3488443.0,4091795.0,1229668.0,5606.0,-603352.0
TX,OAKWOOD MANOR NURSING HOME,100.0,7695501.0,6172439.0,7146267.0,1078310.0,1299.0,-973828.0
AL,FOREST MANOR HEALTH AND REHAB,182.0,17378444.0,16548137.0,16818855.0,3135705.0,100293.0,-270718.0
AR,THE BLOSSOMS AT MOUNTAIN VIEW,97.0,9698163.0,8202992.0,7238330.0,3268573.0,8990.0,964662.0
AR,MEADOWVIEW HEALTHCARE & REHAB,105.0,3376060.0,3333730.0,3602715.0,82637.0,0.0,-268985.0
AR,THE BLOSSOMS AT WHITE HALL,120.0,6460604.0,5746054.0,6556811.0,1251567.0,0.0,-810757.0
GA,PRUITTHEALTH - BLUE RIDGE  LLC,101.0,6072811.0,6344516.0,6654294.0,613456.0,57072.0,-309778.0
GA,TRADITIONS HEALTH AND REHABILITATION,182.0,11477014.0,10096246.0,12234638.0,653893.0,80467.0,-2138392.0
GA,PRUITTHEALTH - SUNRISE  LLC,60.0,3777322.0,3818273.0,3985050.0,448999.0,56723.0,-166777.0
GA,WESTMINSTER COMMONS,90.0,8553472.0,6021946.0,7208320.0,1321105.0,148304.0,-1186374.0
GA,CAMBRIDGE POST ACUTE CARE CENTER,144.0,16959141.0,10869859.0,12801316.0,3315724.0,425368.0,-1931457.0
IN,GREENWOOD HEALTHCARE CENTER,203.0,40331792.0,28438929.0,27404854.0,2831606.0,241331.0,1034075.0
IN,KOKOMO HEALTHCARE CENTER,80.0,14760361.0,11582426.0,10710869.0,1085366.0,117191.0,871557.0
IN,SOUTHWOOD HEALTHCARE CENTER,122.0,22061746.0,16228291.0,15108401.0,2166082.0,383888.0,1119890.0
IN,ROLLING HILLS HEALTHCARE CENTER,115.0,17447491.0,14255163.0,13020071.0,1976928.0,189458.0,1235092.0
IN,VALLEY VIEW HEALTHCARE CENTER,94.0,13848776.0,11314068.0,10908175.0,833744.0,66982.0,405893.0
IN,HARRISON HEALTHCARE CENTER,92.0,14871787.0,11695862.0,10770274.0,2408278.0,170005.0,925588.0
IN,SELLERSBURG HEALTHCARE CENTER,110.0,19381810.0,15013399.0,14059750.0,2762879.0,299709.0,953649.0
IN,EVERGREEN CROSSING,109.0,22792065.0,14272761.0,14329563.0,1550770.0,240969.0,-56802.0
IA,SUNRISE TERRACE NURSING & REHAB CTR,46.0,3237990.0,3051478.0,3048222.0,209309.0,903.0,3256.0
IA,RISEN SON CHRISTIAN VILLAGE,138.0,13163340.0,11014249.0,13155438.0,1267418.0,81986.0,-2141189.0
KS,VIA CHRISTI VILLAGE MANHATTAN,125.0,13528002.0,10608460.0,12132904.0,1193856.0,30978.0,-1524444.0
KS,VIA CHRISTI VILLAGE PITTSBURG,136.0,10754572.0,8892720.0,10385094.0,1545428.0,49899.0,-1492374.0
KS,MOUNT ST MARY,24.0,4442127.0,4917755.0,5363963.0,391163.0,73307.0,-446208.0
MI,PORTER HILLS VALLEY HEALTH CENTER,20.0,2649655.0,2150700.0,2547581.0,0.0,0.0,-396881.0
MI,ASCENSION GENESYS SHORT-TERM REHAB,12.0,857075.0,857075.0,917986.0,202031.0,0.0,-60911.0
MO,WEBCO MANOR,144.0,4021886.0,3815427.0,3653045.0,312075.0,31085.0,162382.0
NE,IMMANUEL - NEWPORT HOUSE,96.0,9797542.0,10668593.0,14932333.0,1871583.0,32838.0,-4263740.0
NE,CROWELL MEMORIAL HOME,74.0,5254251.0,5275221.0,6263435.0,515227.0,28914.0,-988214.0
NE,PIONEER MANOR NURSING HOME,57.0,3515647.0,3527204.0,3929131.0,423688.0,26788.0,-401927.0
NE,SARAH ANN HESTER MEMORIAL HOME,56.0,2232446.0,2196558.0,2674180.0,371653.0,11591.0,-477622.0
NE,CHRISTIAN HOMES,86.0,6924454.0,6990171.0,9644648.0,792020.0,29919.0,-2654477.0
NE,BLUE VALLEY LUTERHAN HOMES,64.0,3062173.0,3062173.0,4343821.0,344685.0,0.0,-1281648.0
NE,PARKVIEW HAVEN NURSING HOME,49.0,2391866.0,2391866.0,2597579.0,217353.0,0.0,-205713.0
OK,RANCHWOOD NURSING CENTER,150.0,2321259.0,1923777.0,1747809.0,971699.0,30976.0,175968.0
OK,BEAVER COUNTY NURSING HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OK,BROKEN ARROW NURSING HOME INC,101.0,4177601.0,4177601.0,4576320.0,1.0,0.0,-398719.0
PA,BRIARLEAF NURSING,178.0,9710741.0,6011042.0,8087696.0,783628.0,52676.0,-2076654.0
PA,AVALON PLACE,84.0,7291049.0,6322965.0,10286974.0,541187.0,19759.0,-3964009.0
SC,NHC HEALTHCARE  GREENVILLE,176.0,22032025.0,18387362.0,17320596.0,6441705.0,46160.0,1066766.0
SC,LCC OF CHARLESTON,148.0,18571461.0,13543330.0,12995400.0,5861885.0,163400.0,547930.0
VA,HENRICO HEALTH & REHAB CENTER,120.0,6664756.0,4431211.0,4104446.0,1294735.0,69938.0,326765.0
VA,GRETNA HEALTH & REHAB CENTER,90.0,5355427.0,3737258.0,3525199.0,1283035.0,92043.0,212059.0
TX,MARBRIDGE VILLA,92.0,23310766.0,20893258.0,18090990.0,518376.0,0.0,2802268.0
AL,CROWNE HEALTH CARE OF CITRONELLE LLC,69.0,7213411.0,6492468.0,7437267.0,468018.0,0.0,-944799.0
AL,HENDRIX HEALTH CARE CENTER,110.0,9325359.0,9974700.0,8892243.0,1994045.0,25758.0,1082457.0
FL,CONSOLIDATED GROUP OF MADISON,60.0,6778380.0,5438916.0,6215668.0,1217712.0,85330.0,-776752.0
FL,BALDOMERO LOPEZ STATE VETERANS NH,120.0,9951628.0,11376483.0,9382715.0,121837.0,14079.0,1993768.0
GA,GRAY HEALTH AND REHABILITATION,85.0,7893239.0,7751367.0,8193611.0,434406.0,17556.0,-442244.0
GA,WESTBURY CENTER OF CONYERS FOR NURSI,173.0,16428963.0,14429491.0,13176547.0,1972433.0,74673.0,1252944.0
GA,BRIGHTMOOR HEALTH CARE,133.0,2966116.0,2791423.0,2938903.0,336604.0,0.0,-147480.0
IL,THE GROVE OF ELMHURST,180.0,22752764.0,14294239.0,16065955.0,1784902.0,155530.0,-1771716.0
IL,UPTOWN CARE & REHABILITATION,310.0,8242237.0,8242237.0,8633465.0,1819883.0,482480.0,-391228.0
IN,SOUTHPOINTE HEALTHCARE CENTER,100.0,18557455.0,15885561.0,15162234.0,4700700.0,260449.0,723327.0
LA,VILLA FELICIANA SNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD,LAURELWOD CARE CENTER,121.0,13710132.0,12261934.0,12540656.0,3484606.0,324312.0,-278722.0
MD,CARROLL LUTHERAN VILLAGE,153.0,32134107.0,28195304.0,33980076.0,1541200.0,6030.0,-5784772.0
MO,WARRENSBURG MANOR CARE CENTER,88.0,3974986.0,3642468.0,3430710.0,864600.0,35288.0,211758.0
NE,WISNER CARE CENTER,38.0,3601392.0,3601392.0,3802659.0,471094.0,29056.0,-201267.0
NC,PRUITTHEALTH - NEUSE  LLC,110.0,9010529.0,8527975.0,8641329.0,1835408.0,131631.0,-113354.0
NC,PRUITTHEALTH - TOWN CENTER  LLC,70.0,7371779.0,7146406.0,6439469.0,2913746.0,58603.0,706937.0
NC,PRUITTHEALTH - RALEIGH  LLC,150.0,13026170.0,11893993.0,13549651.0,2239550.0,184552.0,-1655658.0
OK,DUNAWAY MANOR NURSING,77.0,3404017.0,3404017.0,3343492.0,243947.0,0.0,60525.0
PA,PENNSYLVANIA MEMORIAL HOME,167.0,8673172.0,7011528.0,10805347.0,1483737.0,0.0,-3793819.0
PA,HOMESTEAD VILLAGE  INC,60.0,25648671.0,23782215.0,23820548.0,773217.0,0.0,-38333.0
PA,SOUTH FAYETTE NURSING CENTER  LP,60.0,6242956.0,4686555.0,5147955.0,123175.0,12531.0,-461400.0
PA,COUNTRYSIDE CONVALESCENT HOME  LP,148.0,6133100.0,5679693.0,6659820.0,522931.0,14820.0,-980127.0
PA,ARBUTUS PARK MANOR,141.0,12283496.0,9169247.0,14543886.0,464326.0,0.0,-5374639.0
TN,DECATUR COUNTY MANOR,125.0,9676222.0,7526538.0,8619037.0,1884858.0,152365.0,-1092499.0
TX,CORYELL COUNTY MEMORIAL HOSPITAL AUT,104.0,6130164.0,7871911.0,8149736.0,998613.0,58946.0,-277825.0
WA,FRANKLIN HILLS HEALTH AND REHAB,100.0,7334979.0,6971259.0,8171657.0,1032849.0,78021.0,-1200398.0
TX,CORYELL COUNTY MEMORIAL HOSPITAL AUT,90.0,3310271.0,3646775.0,3950818.0,1680930.0,12473.0,-304043.0
TX,CORYELL COUNTY MEMORIAL HOSPITAL AUT,66.0,3060699.0,3392305.0,3478273.0,960299.0,0.0,-85968.0
TX,HAMILTON HOSPITAL DBA GOLDTHWAITE,94.0,4083994.0,3750262.0,3697435.0,1110842.0,0.0,52827.0
TX,TRUCARE LIVING CENTER-SELMA,128.0,6706972.0,6539038.0,7475499.0,968587.0,769.0,-936461.0
AL,COLLINSVILLE HEALTHCARE/REHAB,200.0,12848165.0,15113146.0,14783061.0,2439381.0,0.0,330085.0
FL,HAVEN OF OUR LADY OF PEACE,120.0,11498649.0,9521642.0,12460984.0,3848688.0,0.0,-2939342.0
GA,PRESBYTERIAN VILLAGE  AUSTELL,107.0,11989982.0,9797008.0,12578375.0,2072425.0,74247.0,-2781367.0
GA,PRESBYTERIAN HOMES  QUITMAN  INC.,204.0,15788412.0,14130271.0,16561118.0,1127470.0,158034.0,-2430847.0
GA,NANCY HART CENTER FOR NURSING AND HE,67.0,4512832.0,4674062.0,5101660.0,1339747.0,231542.0,-427598.0
IL,WENTWORTH REHAB. & H/C CTR. INC.,300.0,11582231.0,11449803.0,14340652.0,755264.0,134270.0,-2890849.0
IL,ALDEN-LAKELAND REHAB. & H/C CTR. IN,300.0,14574414.0,14573318.0,17904121.0,1143210.0,98044.0,-3330803.0
IL,AVANTARA CHICAGO RIDGE,203.0,18614007.0,9528391.0,10395869.0,2255365.0,80217.0,-867478.0
IL,BELLA TERRA LAGRANGE,120.0,12163068.0,6281974.0,6759304.0,2796423.0,96996.0,-477330.0
IL,BEACON CARE AND REHABILITATION,143.0,3887021.0,3887021.0,4919104.0,952156.0,386686.0,-1032083.0
IL,SOUTH ELGIN REHAB & HEALTH CARE CTR,90.0,5145419.0,4492391.0,6169102.0,715269.0,145156.0,-1676711.0
IL,SHELBYVILLE REHAB & HLTH CARE CTR,80.0,3427202.0,3041213.0,2824378.0,731964.0,83799.0,216835.0
IL,THE PEARL OF HILLSIDE,198.0,8639810.0,8639810.0,9021836.0,2275364.0,50487.0,-382026.0
IL,SUNSET MANOR NURSING HOME,115.0,5369458.0,5270454.0,5325189.0,949301.0,70243.0,-54735.0
IL,EASTVIEW TERRACE,63.0,3690598.0,3067825.0,3449395.0,321683.0,35882.0,-381570.0
IL,AHVA CARE OF STICKNEY LLC,51.0,2510300.0,2379888.0,2432748.0,1187835.0,191519.0,-52860.0
IN,SANCTUARY AT HOLY CROSS INDIANA,168.0,17288049.0,9885378.0,12351320.0,2261159.0,74696.0,-2465942.0
